OSEBuildingID,CouncilDistrictCode,Age,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking(%),PropertyGFABuilding(s)(%),LargestPropertyUseTypeGFA,ENERGYSTARScore,EnergyStarNaN,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(%),Electricity(%),NaturalGas(%),TotalGHGEmissions,GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Office,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
21570,5,66,1.0,1,34005,0.0,100.0,50337.0,94.0,0,19.70000076,19.70000076,59.0,59.0,991918.0,991918.0,0.0,921835.0,70083.0,10.15,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21578,1,67,1.0,1,41221,0.0,100.0,60814.0,83.0,0,36.90000153,36.90000153,93.09999847,93.09999847,2246747.5,2246747.5,0.0,1579221.0,667526.0,46.46,1.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21580,4,29,1.0,3,33176,0.0,100.0,33176.0,89.0,0,43.0,45.59999847,99.5,102.1999969,1426279.5,1513388.25,0.0,862441.0,563838.0,35.96,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21582,4,23,1.0,3,25194,14.940065094863856,85.05993490513615,10751.0,0.0,1,87.69999695,92.40000153,184.6999969,188.0,1878742.875,1980961.25,0.0,950029.0,928714.0,55.95,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21601,2,16,1.0,2,75605,0.0,100.0,75605.0,83.0,0,30.10000038,32.5,73.59999847,76.19999695,2274873.5,2457541.75,0.0,1520396.0,754477.0,50.67,0.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21604,2,8,1.0,2,29525,0.0,100.0,29525.0,77.0,0,44.0,46.40000153,114.4000015,117.0,1297812.75,1369340.75,0.0,964739.0,333074.0,24.42,0.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21611,2,39,1.0,99,21948,0.0,100.0,21948.0,80.0,0,14.89999962,14.89999962,46.59999847,46.59999847,326001.1875,326001.1875,0.0,326001.0,0.0,2.27,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21613,3,89,1.0,3,31191,0.0,100.0,30095.0,0.0,1,188.3999939,192.8000031,407.1000061,407.7999878,5876439.0,6014124.0,0.0,3123654.0,2752785.0,167.98,5.39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21616,5,62,1.0,1,42292,0.0,100.0,43188.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21617,5,69,1.0,1,37377,0.0,100.0,31303.0,0.0,1,85.40000153,98.69999695,153.0,167.0,3040978.0,3515178.25,0.0,1078845.0,1962133.0,111.73,2.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21622,2,39,1.0,1,29380,0.0,100.0,16768.0,33.0,0,29.10000038,29.89999962,91.5,93.90000153,856088.625,878933.3125,0.0,856089.0,0.0,5.97,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21656,3,94,1.0,2,22688,0.0,100.0,22688.0,87.0,0,14.60000038,17.29999924,36.40000153,41.5,331675.0,391818.4063,0.0,228628.0,103047.0,7.07,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21687,2,54,1.0,2,22364,0.0,100.0,22364.0,0.0,1,65.59999847,72.69999695,116.4000015,123.9000015,1467029.75,1625774.5,0.0,508870.0,958160.0,54.44,2.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21689,2,34,1.0,2,41262,0.0,100.0,40738.0,84.0,0,46.70000076,49.09999847,146.6999969,154.3000031,1903455.875,2001403.875,0.0,1903455.0,0.0,13.27,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21716,7,63,1.0,2,43183,0.0,100.0,26580.0,0.0,1,194.6000061,199.3000031,562.4000244,567.2999878,7408342.0,7588115.5,0.0,6523873.0,884468.0,92.45,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21723,4,108,1.0,3,45680,0.0,100.0,45680.0,79.0,0,45.5,52.40000153,71.0,78.59999847,2077039.375,2394061.75,0.0,509352.0,1567688.0,86.81,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21741,7,10,1.0,14,724148,0.0,100.0,726000.0,8.0,0,52.09999847,53.90000153,122.9000015,124.9000015,37797084.0,39120828.0,0.0,23718388.0,14078694.0,913.07,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21768,1,59,1.0,1,23562,0.0,100.0,18278.0,96.0,0,15.89999962,15.89999962,49.90000153,49.90000153,531737.1875,531737.1875,0.0,531737.0,0.0,3.71,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21772,6,17,1.0,4,28844,0.0,100.0,10292.0,0.0,1,44.40000153,47.5,139.5,149.1000061,910718.6875,973080.1875,0.0,910718.0,0.0,6.35,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21774,1,28,1.0,2,54528,0.0,100.0,54285.0,75.0,0,36.29999924,37.29999924,114.0999985,117.0999985,1972078.625,2024296.625,0.0,1972078.0,0.0,13.75,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21783,2,27,1.0,1,21101,0.0,100.0,18373.0,0.0,1,32.0,38.79999924,50.59999847,57.79999924,675772.875,819493.125,0.0,171716.0,504057.0,27.97,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21784,2,102,1.0,2,45594,0.0,100.0,45594.0,75.0,0,29.60000038,29.20000076,93.09999847,91.5,1351267.875,1329148.25,0.0,1351268.0,0.0,9.42,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21785,2,66,1.0,1,26660,0.0,100.0,26660.0,0.0,1,84.09999847,84.09999847,264.0,264.0,2241280.5,2241280.5,0.0,2241280.0,0.0,15.62,0.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21786,2,41,1.0,1,28126,0.0,100.0,21780.0,44.0,0,31.0,34.40000153,77.0,82.30000305,870625.8125,966168.625,0.0,598370.0,272256.0,18.63,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21787,2,52,1.0,1,35000,0.0,100.0,35000.0,53.0,0,10.80000019,10.80000019,34.0,34.0,378714.4063,378714.4063,0.0,378714.0,0.0,2.64,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21792,2,54,1.0,1,26150,0.0,100.0,26150.0,6.0,0,46.20000076,50.59999847,113.6999969,117.0999985,1208407.625,1322416.75,0.0,815508.0,392900.0,26.55,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21793,2,49,1.0,2,24000,0.0,100.0,24000.0,73.0,0,45.40000153,47.90000153,142.3999939,150.3000031,1088556.25,1148448.75,0.0,1088556.0,0.0,7.59,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21794,3,48,1.0,5,43594,0.0,100.0,40809.0,38.0,0,60.70000076,66.19999695,128.5,134.1999969,2478045.5,2699616.0,0.0,1264732.0,1213313.0,73.26,1.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21822,4,104,1.0,1,28080,0.0,100.0,25580.0,0.0,1,28.29999924,31.79999924,67.90000153,73.59999847,794724.625,892651.125,0.0,513012.0,281713.0,18.54,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21879,5,62,1.0,2,51298,0.0,100.0,51298.0,85.0,0,110.1999969,114.0,201.1000061,205.8999939,5655578.0,5847878.5,0.0,2094607.0,3560971.0,203.73,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21883,5,54,1.0,1,22047,0.0,100.0,22898.0,100.0,0,11.60000038,11.89999962,36.40000153,37.40000153,265774.9063,272664.4063,0.0,265775.0,0.0,1.85,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21893,1,37,1.0,1,31600,0.0,100.0,31600.0,3.0,0,106.4000015,118.0999985,219.8000031,232.0,3363535.5,3731853.25,0.0,1633306.0,1730229.0,103.28,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21894,1,9,1.0,1,35289,0.0,100.0,35289.0,63.0,0,24.79999924,28.60000038,55.09999847,62.09999847,876425.0,1010737.813,0.0,490823.0,385602.0,23.9,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21896,1,35,1.0,1,28920,0.0,100.0,30000.0,50.0,0,58.29999924,68.5,80.69999695,91.30000305,1750419.0,2053772.75,0.0,279044.0,1471375.0,80.09,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21897,1,38,1.0,1,22176,0.0,100.0,22176.0,60.0,0,33.20000076,33.70000076,47.79999924,49.29999924,736428.625,746905.625,0.0,137469.0,598959.0,32.77,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21898,1,38,1.0,1,31300,0.0,100.0,31300.0,89.0,0,11.60000038,12.69999981,26.89999962,28.10000038,362874.0,398438.5938,0.0,220913.0,141961.0,9.08,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21902,1,37,1.0,1,22000,0.0,100.0,22000.0,14.0,0,31.79999924,31.79999924,100.0,100.0,700627.625,700627.625,0.0,700628.0,0.0,4.88,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21904,5,42,1.0,3,39927,0.0,100.0,39541.0,38.0,0,90.19999695,96.90000153,283.3999939,304.2999878,3568419.5,3832168.5,0.0,3568419.0,0.0,24.88,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21905,5,37,1.0,1,30610,0.0,100.0,23320.0,0.0,1,140.3000031,147.5,283.8999939,291.3999939,4294550.0,4513728.0,0.0,1999987.0,2294563.0,135.81,4.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21907,5,36,1.0,2,26930,23.57965094689937,76.42034905310064,26930.0,64.0,0,37.20000076,37.20000076,116.9000015,116.9000015,1002995.0,1002995.0,0.0,1002995.0,0.0,6.99,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21909,5,48,1.0,2,38745,0.0,100.0,65069.0,76.0,0,44.40000153,47.20000076,119.0,122.9000015,2890379.0,3073612.0,0.0,2251578.0,638800.0,49.62,1.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21913,4,57,1.0,2,20296,0.0,100.0,20296.0,0.0,1,42.20000076,42.20000076,132.3999939,132.3999939,855665.125,855665.125,0.0,855665.0,0.0,5.97,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21916,4,71,1.0,2,22135,0.0,100.0,10388.0,0.0,1,55.0,59.5,135.8000031,141.1000061,1261634.5,1365716.125,0.0,858099.0,403535.0,27.41,1.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21917,4,49,1.0,3,38378,0.0,100.0,35066.0,86.0,0,46.90000153,51.5,92.80000305,96.59999847,1645605.125,1807593.875,0.0,729620.0,915985.0,53.73,1.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21920,4,36,1.0,2,33576,0.0,100.0,33576.0,64.0,0,38.0,43.70000076,64.19999695,70.09999847,1275231.75,1466199.875,0.0,390124.0,885108.0,49.73,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21921,4,41,1.0,1,33005,0.0,100.0,34982.0,21.0,0,304.2000122,309.3999939,759.2000122,760.2999878,10642754.0,10821972.0,0.0,7359683.0,3283070.0,225.67,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21945,3,35,1.0,1,20971,0.0,100.0,23483.0,0.0,1,33.29999924,33.29999924,104.5,104.5,729397.1875,729397.1875,0.0,729397.0,0.0,5.08,0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21955,7,89,1.0,3,23910,0.0,100.0,20000.0,0.0,1,36.5,38.09999847,97.59999847,98.19999695,873577.3125,910117.6875,0.0,678167.0,195410.0,15.11,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21964,6,106,1.0,2,21765,0.0,100.0,21765.0,80.0,0,19.79999924,22.89999962,32.29999924,36.0,431390.4063,498909.0,0.0,119922.0,311468.0,17.38,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22062,3,77,1.0,2,2200000,0.0,100.0,1719643.0,0.0,1,66.69999695,71.59999847,145.0,151.3000031,114648520.0,123205560.0,0.0,61672821.0,52975694.0,3243.48,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22078,3,115,1.0,2,26560,0.0,100.0,26560.0,1.0,0,65.90000153,69.0,117.1999969,121.0999985,1751483.875,1831347.125,0.0,609983.0,1141501.0,64.88,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22095,4,59,1.0,2,20140,0.0,100.0,20140.0,49.0,0,5.800000191,5.800000191,18.20000076,18.20000076,116486.6016,116486.6016,0.0,116487.0,0.0,0.81,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22139,2,24,1.0,2,38845,0.0,100.0,38845.0,82.0,0,178.1000061,178.1000061,364.0,364.0,6917280.0,6917280.0,0.0,3290526.0,3626753.0,215.56,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22142,2,63,1.0,1,26092,0.0,100.0,25946.0,40.0,0,293.7000122,311.1000061,711.5,729.7999878,7619445.0,8071987.5,0.0,5004995.0,2614450.0,173.75,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22149,5,61,1.0,1,38582,0.0,100.0,40374.0,85.0,0,45.79999924,50.90000153,85.80000305,93.09999847,1848878.5,2054157.0,0.0,729477.0,1119402.0,64.54,1.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22163,2,49,1.0,1,25500,0.0,100.0,25500.0,98.0,0,47.59999847,56.09999847,66.30000305,75.19999695,1213869.75,1430417.125,0.0,198748.0,1015122.0,55.3,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22165,2,55,1.0,1,41895,0.0,100.0,37524.0,0.0,1,31.0,33.5,78.69999695,81.0,1242311.5,1343671.0,0.0,886222.0,356089.0,25.09,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22166,2,58,1.0,2,56193,0.0,100.0,56193.0,0.0,1,44.5,45.90000153,115.8000031,117.4000015,2497942.75,2580058.5,0.0,1858950.0,638992.0,46.9,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22223,6,94,1.0,3,35448,0.0,100.0,35448.0,97.0,0,38.90000153,46.0,57.40000153,65.59999847,1379932.5,1632148.75,0.0,280549.0,1099383.0,60.34,1.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22230,6,50,1.0,1,29214,0.0,100.0,29214.0,8.0,0,319.6000061,327.2000122,781.0999756,782.7999878,9336239.0,9558542.0,0.0,6227281.0,3108958.0,208.53,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22240,6,16,1.0,1,89103,48.29803710312784,51.70196289687215,47034.0,34.0,0,298.2999878,307.7000122,660.2000122,665.5999756,14029480.0,14473242.0,0.0,7808020.0,6221459.0,384.85,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22252,6,55,1.0,1,32000,0.0,100.0,29880.0,0.0,1,38.5,44.20000076,73.59999847,80.90000153,1331122.125,1527101.375,0.0,548631.0,782491.0,45.38,1.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22259,6,106,1.0,2,31140,0.0,100.0,14840.0,0.0,1,30.0,35.70000076,47.29999924,53.70000076,935580.3125,1111093.0,0.0,234613.0,700967.0,38.86,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22261,6,41,1.0,3,41478,0.0,100.0,31932.0,3.0,0,73.19999695,79.30000305,167.5,173.8999939,3035962.25,3287502.0,0.0,1799383.0,1236579.0,78.22,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22264,6,36,1.0,1,39840,0.0,100.0,39840.0,2.0,0,18.89999962,19.39999962,59.29999924,61.0,752104.0,774360.0,0.0,752104.0,0.0,5.24,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22312,6,12,1.0,1,30576,50.94191522762951,49.058084772370485,15000.0,0.0,1,84.69999695,90.69999695,196.3000031,202.6999969,1533245.75,1642173.75,0.0,930038.0,603208.0,38.52,1.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22327,6,92,1.0,2,21528,0.0,100.0,21528.0,0.0,1,14.30000019,15.30000019,35.29999924,36.5,306911.0938,330300.5,0.0,209914.0,96997.0,6.61,0.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22332,6,88,1.0,2,30000,0.0,100.0,25828.0,0.0,1,42.40000153,43.20000076,123.5,123.1999969,1094940.75,1115775.5,0.0,975561.0,119380.0,13.14,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22420,6,74,1.0,2,30087,0.0,100.0,30554.0,0.0,1,172.6000061,170.3999939,542.0999756,535.0,5274642.0,5205994.5,0.0,5274641.0,0.0,36.77,1.22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22438,6,41,1.0,1,40445,0.0,100.0,40445.0,92.0,0,19.39999962,22.5,34.40000153,37.70000076,786253.6875,911009.375,0.0,271219.0,515035.0,29.24,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22440,6,20,1.0,1,23500,0.0,100.0,23500.0,53.0,0,48.40000153,48.90000153,141.6999969,139.5,1137967.5,1149592.0,0.0,1021883.0,116084.0,13.29,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22454,6,49,1.0,1,22420,0.0,100.0,23067.0,82.0,0,60.90000153,66.09999847,148.0,152.6999969,1404253.75,1524765.875,0.0,927422.0,476832.0,31.79,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22479,7,55,1.0,1,25842,0.0,100.0,25987.0,35.0,0,327.7999878,336.6000061,718.7000122,727.9000244,8518313.0,8746499.0,0.0,4656997.0,3861316.0,237.54,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22480,7,24,1.0,3,26389,0.0,100.0,16766.0,0.0,1,45.79999924,45.0,143.6999969,141.1999969,1208035.375,1186733.125,0.0,1208035.0,0.0,8.42,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22486,7,34,1.0,3,25859,0.0,100.0,25859.0,88.0,0,33.20000076,35.40000153,88.69999695,91.0,858780.625,916019.375,0.0,665707.0,193073.0,14.9,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22502,7,42,1.0,1,25600,0.0,100.0,20600.0,1.0,0,67.59999847,75.90000153,173.0,188.6999969,1730600.625,1943594.875,0.0,1249609.0,480992.0,34.26,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22504,7,51,1.0,1,23169,0.0,100.0,10200.0,0.0,1,21.79999924,21.79999924,68.40000153,68.40000153,222255.9063,222255.9063,0.0,222256.0,0.0,1.55,0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22509,7,8,1.0,4,41784,20.100995596400537,79.89900440359946,33385.0,89.0,0,38.79999924,38.79999924,121.8000031,121.8000031,1294615.25,1294615.25,0.0,1294615.0,0.0,9.03,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22511,7,56,1.0,1,56884,0.0,100.0,56884.0,71.0,0,24.39999962,27.70000076,54.5,58.0,1388345.125,1577967.75,0.0,785464.0,602881.0,37.49,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22519,6,27,1.0,1,32810,0.0,100.0,32810.0,66.0,0,61.5,66.09999847,148.3999939,153.0,2017967.75,2168833.0,0.0,1316268.0,701700.0,46.44,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22547,7,36,1.0,3,30989,0.0,100.0,30989.0,0.0,1,3.200000048,3.200000048,9.899999619,10.0,97690.39844,98862.89844,0.0,97690.0,0.0,0.68,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22548,7,101,1.0,3,39952,0.0,100.0,39952.0,0.0,1,1.399999976,1.5,4.5,4.599999905,57133.19922,58114.19922,0.0,57133.0,0.0,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22574,7,55,1.0,2,20022,0.0,100.0,20784.0,80.0,0,31.60000038,33.09999847,99.30000305,104.0999985,657385.8125,688824.0,0.0,657386.0,0.0,4.58,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22577,7,56,1.0,2,36498,0.0,100.0,18229.0,89.0,0,14.69999981,17.0,31.79999924,34.79999924,520011.8125,602201.625,0.0,277628.0,242384.0,14.81,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22579,7,48,1.0,1,35946,0.0,100.0,31845.0,0.0,1,13.10000038,14.0,31.20000076,31.70000076,469499.8125,503210.6875,0.0,300259.0,169240.0,11.08,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22585,7,9,1.0,4,30152,18.837888033961264,81.16211196603874,25184.0,96.0,0,33.59999847,33.59999847,105.3000031,105.3000031,845044.125,845044.125,0.0,844068.0,976.0,5.94,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22607,7,37,1.0,4,22365,0.0,100.0,21617.0,71.0,0,33.59999847,33.59999847,105.6999969,105.6999969,727385.8125,727385.8125,0.0,727386.0,0.0,5.07,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22609,7,22,1.0,4,30172,0.0,100.0,30172.0,82.0,0,30.0,32.09999847,94.09999847,100.6999969,904059.875,967548.3125,0.0,904060.0,0.0,6.3,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22650,6,89,1.0,4,42500,0.0,100.0,42500.0,100.0,0,5.099999905,5.5,15.89999962,17.39999962,241478.5938,262995.3125,0.0,241478.0,0.0,1.68,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22654,6,115,1.0,4,23032,0.0,100.0,14448.0,0.0,1,52.90000153,55.29999924,166.1000061,173.6000061,1121537.75,1172535.25,0.0,1121537.0,0.0,7.82,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22672,6,116,1.0,3,45750,10.740983606557378,89.25901639344262,42850.0,0.0,1,169.0,175.8999939,262.7999878,270.0,7240274.0,7536508.5,0.0,1749609.0,5490664.0,303.81,6.64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22676,6,48,1.0,2,23500,0.0,100.0,23500.0,26.0,0,71.80000305,74.30000305,181.3999939,182.8999939,1686405.0,1745284.25,0.0,1192984.0,493421.0,34.52,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22678,6,50,1.0,1,22282,0.0,100.0,22282.0,93.0,0,26.0,29.89999962,56.09999847,60.09999847,579888.3125,665681.875,0.0,306298.0,273590.0,16.67,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22679,6,114,1.0,2,24000,0.0,100.0,24000.0,0.0,1,21.0,25.0,39.59999847,43.79999924,502898.6875,599426.5,0.0,201999.0,300900.0,17.39,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22684,6,107,1.0,3,27085,0.0,100.0,9500.0,0.0,1,73.69999695,79.40000153,153.1000061,159.1999969,1995131.75,2151546.25,0.0,981638.0,1013494.0,60.67,2.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22801,5,20,0.0,2,29258,0.0,100.0,31991.0,0.0,1,233.5,247.3999939,402.5,417.2000122,8086943.5,8571176.0,0.0,2608582.0,5478361.0,309.14,10.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22804,5,85,1.0,2,37500,0.0,100.0,37500.0,58.0,0,59.59999847,65.30000305,152.6000061,160.6999969,2235765.5,2448649.75,0.0,1614256.0,621509.0,44.26,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22810,5,86,1.0,3,23983,0.0,100.0,23983.0,61.0,0,48.5,53.0,104.9000015,110.5999985,1164364.75,1270514.75,0.0,618998.0,545367.0,33.28,1.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
