OSEBuildingID,CouncilDistrictCode,Age,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking(%),PropertyGFABuilding(s)(%),LargestPropertyUseTypeGFA,ENERGYSTARScore,EnergyStarNaN,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(%),Electricity(%),NaturalGas(%),TotalGHGEmissions,GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Office,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
1,7,89,1.0,12,88434,0.0,100.0,88434.0,60.0,0,81.69999695,84.30000305,182.5,189.0,7226362.5,7456910.0,2003882.0,3946027.0,1276453.0,249.98,2.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,20,1.0,11,103566,14.545314099221752,85.45468590077824,83880.0,61.0,0,94.80000305,97.90000153,176.1000061,179.3999939,8387933.0,8664479.0,0.0,3242851.0,5145082.0,295.86,2.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,47,1.0,41,956110,20.574829256047945,79.42517074395205,756493.0,43.0,0,96.0,97.69999695,241.8999939,244.1000061,72587024.0,73937112.0,21566554.0,49526664.0,1493800.0,2089.28,2.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,90,1.0,10,61320,0.0,100.0,61320.0,56.0,0,110.8000031,113.3000031,216.1999969,224.0,6794584.0,6946800.5,2214446.25,2768924.0,1811213.0,286.43,4.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,36,1.0,18,175580,35.311538899646884,64.68846110035311,123445.0,75.0,0,114.8000031,118.6999969,211.3999939,215.6000061,14172606.0,14656503.0,0.0,5368607.0,8803998.0,505.01,2.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,17,1.0,2,97288,38.234931337883395,61.765068662116605,88830.0,0.0,1,136.1000061,141.6000061,316.2999878,320.5,12086616.0,12581712.0,0.0,7371434.0,4715182.0,301.81,3.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,7,90,1.0,11,83008,0.0,100.0,81352.0,27.0,0,70.80000305,74.5,146.6000061,154.6999969,5758795.0,6062767.5,0.0,2811215.0,2947580.0,176.14,2.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,90,1.0,8,102761,0.0,100.0,102761.0,0.0,1,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,3636655.0,385189.0,221.51,2.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,7,112,1.0,15,163984,0.0,100.0,163984.0,43.0,0,83.69999695,86.59999847,180.8999939,187.1999969,13723820.0,14194054.0,0.0,7297919.0,6425900.0,392.16,2.39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,7,47,1.0,11,153163,12.587243655452035,87.41275634454797,133884.0,30.0,0,119.5999985,124.3000031,228.1999969,233.0,16016644.0,16646930.0,5237165.5,6187627.0,4591850.0,691.26,4.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7,18,1.0,25,333176,18.356964487237974,81.64303551276203,336640.0,36.0,0,80.0,80.40000153,199.0,199.3999939,26941110.0,27070114.0,5999360.5,18083049.0,2858700.0,740.97,2.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,7,88,1.0,9,65009,0.0,100.0,65009.0,48.0,0,101.5,97.80000305,153.6000061,149.8000031,6596057.5,6358719.5,1656352.5,1343000.0,3596705.0,328.23,5.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,36,1.0,33,315952,18.230617308958323,81.76938269104168,295511.0,58.0,0,75.5,76.19999695,179.8999939,180.6999969,22325364.0,22524948.0,4337738.5,13904183.0,4083440.0,648.62,2.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,7,94,1.0,11,92190,27.33485193621868,72.66514806378133,67390.0,35.0,0,159.5,165.8999939,297.3999939,303.8999939,10750010.0,11179203.0,4870847.5,3832369.0,2046793.0,511.39,5.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,7,12,1.0,11,412000,13.834951456310678,86.16504854368931,364913.0,0.0,1,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,17851297.0,0.0,181.38,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,7,86,1.0,6,103911,0.0,100.0,90000.0,0.0,1,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,4453868.0,910180.0,433.86,4.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,7,33,1.0,28,416281,20.418899733593417,79.5811002664066,348329.0,31.0,0,96.30000305,98.59999847,228.5,232.8000031,33556756.0,34351920.0,0.0,21225277.0,12331475.0,802.89,1.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7,109,1.0,5,57452,0.0,100.0,16442.0,0.0,1,132.3999939,137.1000061,280.7000122,285.0,7606084.5,7877219.0,1776201.875,3764791.0,2065091.0,273.02,4.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,7,100,1.0,10,104352,0.0,100.0,104352.0,39.0,0,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,5908370.0,815376.0,349.32,3.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,7,100,1.0,10,540360,0.0,100.0,537150.0,76.0,0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,24357833.0,20626631.0,1265.29,2.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,3,31,1.0,19,385274,0.0,100.0,385274.0,0.0,1,124.1999969,128.6000061,229.5,232.8999939,47859812.0,49539212.0,0.0,18257661.0,29602150.0,1699.45,4.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,2,55,1.0,2,56228,0.0,100.0,58916.0,95.0,0,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,936955.0,602523.0,38.53,0.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,15,1.0,6,88592,34.52456203720426,65.47543796279574,58006.0,84.0,0,63.20000076,63.29999924,148.0,148.5,3663534.5,3673186.75,0.0,2266231.0,1397303.0,90.01,1.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,88,1.0,7,126593,0.0,100.0,125000.0,0.0,1,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,4647474.0,6696211.0,388.04,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,7,86,1.0,2,67224,0.0,100.0,67224.0,0.0,1,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,1310236.0,0.0,9.13,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,7,25,1.0,8,158676,19.096145604880384,80.90385439511961,112676.0,0.0,1,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,572307.0,4755745.0,256.57,1.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,7,15,1.0,10,171866,22.27374815263054,77.72625184736947,128909.0,57.0,0,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,5610706.0,5451210.0,328.63,1.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,61,1.0,1,126351,0.0,100.0,126351.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7,38,1.0,5,68410,23.68074842859231,76.31925157140769,47994.0,57.0,0,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,2346349.0,2110365.0,128.44,1.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5,67,1.0,2,160645,0.0,100.0,164229.0,75.0,0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,1947601.0,4831572.0,270.18,1.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,7,27,1.0,2,51582,0.0,100.0,55166.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496816.0,0.0,10.43,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4,110,1.0,3,87262,0.0,100.0,40943.0,0.0,1,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,1352843.0,2793077.0,157.77,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,4,22,1.0,4,81871,0.0,100.0,81871.0,29.0,0,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,3016399.0,3652169.0,215.0,2.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,61,1.0,2,110356,0.0,100.0,26225.0,0.0,1,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,281265.0,37100.0,3.93,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,2,24,1.0,3,494835,0.0,100.0,757027.0,8.0,0,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,150476283.0,297909000.0,16870.98,34.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,55,3.0,2,714095,0.0,100.0,616000.0,0.0,1,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,44731153.0,0.0,311.84,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,7,26,1.0,2,54986,0.0,100.0,54986.0,97.0,0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,1217589.0,432690.0,31.47,0.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,66,1.0,2,175565,0.0,100.0,182861.0,88.0,0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,1599684.0,4799443.0,266.05,1.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6,55,1.0,2,94900,0.0,100.0,55586.0,57.0,0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,4291585.0,1894876.0,130.56,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,2,116,1.0,2,52554,0.0,100.0,51029.0,83.0,0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,1579749.0,1371582.0,83.86,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,6,62,1.0,3,175015,0.0,100.0,175015.0,95.0,0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,2679739.0,4315001.0,247.85,1.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,105,1.0,3,70586,0.0,100.0,38439.0,0.0,1,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,1500229.0,658400.0,45.43,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,7,47,1.0,24,332210,61.99993979711628,38.000060202883716,348630.0,67.0,0,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,12204406.0,3958787.0,295.33,0.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,7,43,1.0,5,168115,0.0,100.0,103362.0,78.0,0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,9536160.0,0.0,66.48,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,7,96,1.0,2,57428,0.0,100.0,51747.0,0.0,1,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,714939.0,532423.0,33.26,0.58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,7,106,1.0,8,59400,0.0,100.0,34947.0,14.0,0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,5071973.0,0.0,35.36,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,7,90,1.0,2,52549,0.0,100.0,23500.0,0.0,1,286.3999939,299.0,485.2999878,495.5,15026196.0,15683742.0,0.0,4632459.0,10393737.0,584.31,11.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,7,86,1.0,20,98634,10.182087312691364,89.81791268730863,83591.0,71.0,0,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,4290059.0,551288.0,59.19,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,7,34,1.0,34,994212,14.754800786954894,85.24519921304511,994212.0,63.0,0,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,45545529.0,23324992.0,2451.58,2.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,7,31,1.0,7,71150,0.0,100.0,41340.0,98.0,0,93.09999847,93.09999847,215.8999939,215.8999939,5348309.0,5348309.0,0.0,3243900.0,2104408.0,134.38,1.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,7,108,1.0,7,122810,0.0,100.0,88360.0,99.0,0,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,1293561.0,4107716.0,227.18,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,7,57,1.0,5,113173,37.59377236620042,62.40622763379958,70627.0,86.0,0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,2944680.0,2339663.0,144.79,1.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,7,16,1.0,7,150453,23.086944095498264,76.91305590450173,107547.0,84.0,0,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,3396109.0,3319078.0,199.95,1.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,7,19,1.0,6,116300,24.247635425623386,75.75236457437661,88490.0,80.0,0,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,3188457.0,2639138.0,162.39,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,7,18,1.0,6,155602,23.614092363851363,76.38590763614863,155602.0,81.0,0,43.90000153,44.0,107.4000015,107.5999985,6836900.0,6849826.5,0.0,4558937.0,2277962.0,152.76,0.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3,105,1.0,3,56072,0.0,100.0,56072.0,76.0,0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,551867.0,2682920.0,146.34,2.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,7,17,1.0,4,122942,36.51396593515642,63.48603406484359,78051.0,94.0,0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,2423730.0,2913604.0,171.64,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3,54,1.0,2,54984,0.0,100.0,54984.0,71.0,0,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,1978230.0,1396981.0,87.98,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,1,94,1.0,5,217603,0.0,100.0,296313.0,54.0,0,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,11824772.0,30967300.0,1727.11,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,5,46,1.0,2,93397,0.0,100.0,93397.0,1.0,0,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,5679498.0,10723064.0,609.1,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,7,8,1.0,6,84103,24.650725895627982,75.34927410437203,63371.0,74.0,0,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,2812688.0,893412.0,67.06,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,68,1.0,2,53352,0.0,100.0,65568.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600813.0,0.0,4.19,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3,51,0.0,3,179014,0.0,100.0,179014.0,48.0,0,93.30000305,92.30000305,213.3999939,210.3000031,16701055.0,16527711.0,0.0,9886484.0,6814570.0,430.84,2.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3,108,1.0,7,76631,0.0,100.0,76631.0,71.0,0,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,2660742.0,4598016.0,262.75,3.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,33,1.0,6,99780,9.36159551012227,90.63840448987773,40174.0,0.0,1,204.5,207.3000031,505.7999878,504.2999878,15473117.0,15684371.0,5327802.5,10145313.0,0.0,481.97,4.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7,87,1.0,2,58320,0.0,100.0,72072.0,96.0,0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,361803.0,687945.0,39.06,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,7,6,1.0,5,316306,0.0,100.0,261826.0,96.0,0,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,12871091.0,924861.0,138.85,0.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3,26,1.0,7,282863,15.826035925518713,84.17396407448129,235788.0,37.0,0,82.5,85.59999847,184.0,189.1999969,19459304.0,20194606.0,0.0,10980652.0,8478651.0,526.85,1.86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,7,54,1.0,1,389000,0.0,100.0,368000.0,0.0,1,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,14419146.0,688680.0,607.41,1.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,7,54,1.0,1,91213,0.0,100.0,65000.0,0.0,1,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881.0,4120130.0,3754115.0,0.0,344.2,3.77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,7,78,1.0,5,396085,0.0,100.0,278500.0,0.0,1,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,7252325.0,0.0,804.2,2.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,7,6,1.0,12,571329,0.0,100.0,598801.0,91.0,0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,32206199.0,7399685.0,617.52,1.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7,54,1.0,2,52000,0.0,100.0,52000.0,0.0,1,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,1293349.0,0.0,101.83,1.96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,7,88,1.0,1,60696,0.0,100.0,108000.0,0.0,1,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,875943.0,0.0,6.11,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,7,88,1.0,2,262048,0.0,100.0,296000.0,0.0,1,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,13512686.0,0.0,490.73,1.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,7,30,0.0,2,66240,3.5507246376811596,96.44927536231884,45900.0,0.0,1,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0.0,4166305.0,0.0,29.04,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,7,6,1.0,6,920598,32.99018681335393,67.00981318664607,729584.0,93.0,0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,27597261.0,9069780.0,674.09,0.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,7,46,1.0,4,76213,34.02306693083857,65.97693306916142,48546.0,68.0,0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,2944692.0,531520.0,48.76,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,7,14,1.0,6,96910,38.11164998452172,61.88835001547828,59976.0,56.0,0,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,2637011.0,2518558.0,152.14,1.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4,54,2.0,4,50017,0.0,100.0,50017.0,53.0,0,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,2128306.0,3320669.0,191.2,3.82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,17,1.0,3,74468,0.0,100.0,75364.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698176.0,0.0,11.84,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3,93,1.0,3,67743,0.0,100.0,67743.0,34.0,0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,1337786.0,1309093.0,78.85,1.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3,108,1.0,6,194104,0.0,100.0,194104.0,100.0,0,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,1887893.0,4331949.0,243.23,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,3,13,1.0,3,99433,35.955869781662024,64.04413021833798,63681.0,63.0,0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,4897760.0,0.0,34.14,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,2,25,1.0,2,58933,0.0,100.0,60725.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347138.0,0.0,16.36,0.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2,59,1.0,1,130862,0.0,100.0,134446.0,61.0,0,48.0,54.29999924,85.59999847,93.5,6456026.0,7300977.5,0.0,2262820.0,4193207.0,238.48,1.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,27,1.0,3,59955,0.0,100.0,59955.0,93.0,0,27.20000076,29.20000076,78.69999695,83.0,1633399.375,1749171.25,0.0,1436416.0,196983.0,20.48,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,7,52,1.0,2,93218,0.0,100.0,93218.0,86.0,0,31.0,34.5,65.90000153,70.80000305,2887392.0,3216155.0,0.0,1486758.0,1400634.0,84.75,0.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,4,75,1.0,4,56521,0.0,100.0,49000.0,0.0,1,129.6999969,129.8999939,407.3999939,408.0,6357632.0,6367210.0,0.0,6357631.0,0.0,44.32,0.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132,4,87,1.0,2,206934,0.0,100.0,119146.0,0.0,1,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0.0,2001103.0,2252474.0,133.58,0.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,5,15,1.0,4,51390,0.0,100.0,51390.0,89.0,0,70.30000305,70.40000153,130.6999969,130.8999939,3611538.0,3616214.0,0.0,1398289.0,2213249.0,127.29,2.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,5,53,1.0,2,131013,0.0,100.0,131909.0,88.0,0,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0.0,1775488.0,2119097.0,124.92,0.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,5,57,1.0,1,245587,0.0,100.0,245587.0,92.0,0,47.90000153,52.40000153,83.69999695,89.09999847,11765682.0,12870916.0,0.0,3926011.0,7839670.0,443.73,1.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,5,14,1.0,3,69138,0.0,100.0,70609.0,78.0,0,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,3323400.5,0.0,1802889.0,1439568.0,89.02,1.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6,25,1.0,3,66588,0.0,100.0,66588.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104286.0,0.0,14.67,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,7,112,1.0,5,190980,0.0,100.0,190980.0,98.0,0,34.09999847,34.09999847,84.0,84.0,6505995.0,6505995.0,0.0,4402910.0,2103084.0,142.39,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
